,Unnamed: 0,game_date,season,week,day_of_week,time_of_game,primetime,playoff_game,team_home,score_home,score_away,team_away,team_favored_id,point_spread,total_line,stadium,game_location,stadium_capacity,stadium_latitude,stadium_longitude,stadium_elevation,stadium_neutral,weather_temp,wind_mph,indoor,point_differential,total_points_scored,favorite,total_result,result,cover_result,team_favored_id_int,spread_category,winner,loser,cover_id
95,95,10/23/16,2016,7,6,1:00 PM,0,0,CIN,31,17,CLE,CIN,-11.0,46.5,Paycor Stadium,"Cincinatti, Ohio","65,515",39.1,-84.51667,482.0,0,66,6,0,14,48,1,1,1,1,7,High Spread,CIN,CLE,CIN
96,96,10/23/16,2016,7,6,1:00 PM,0,0,DET,20,17,WAS,WAS,-1.0,50.0,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581.0,0,72,0,1,3,37,0,0,1,1,33,Low Spread,DET,WAS,DET
97,97,10/23/16,2016,7,6,1:00 PM,0,0,JAX,16,33,LVR,JAX,-2.0,47.5,EverBank Field,"Jacksonville, Florida","67,264",30.23333,-81.66667,10.0,0,72,5,0,-17,49,1,1,0,0,15,Low Spread,LVR,JAX,LVR
98,98,10/23/16,2016,7,6,1:00 PM,0,0,KC,27,21,NO,KC,-7.0,51.5,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024.0,0,69,6,0,6,48,1,0,1,0,16,Medium Spread,KC,NO,NO
99,99,10/23/16,2016,7,6,9:30 AM,0,0,LAR,10,17,NYG,NYG,-2.5,44.5,Twickenham Stadium,"London, England","82,000",51.456111,-0.341667,43.0,1,54,10,0,-7,27,0,0,0,0,24,Low Spread,NYG,LAR,NYG
100,100,10/23/16,2016,7,6,1:00 PM,0,0,MIA,28,25,BUF,BUF,-2.5,46.0,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7.0,0,80,10,0,3,53,0,1,1,1,4,Low Spread,MIA,BUF,MIA
101,101,10/23/16,2016,7,6,1:00 PM,0,0,NYJ,24,16,BAL,NYJ,-2.5,40.0,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,58,11,0,8,40,1,2,1,1,25,Low Spread,NYJ,BAL,NYJ
102,102,10/23/16,2016,7,6,1:00 PM,0,0,PHI,21,10,MIN,MIN,-3.0,39.0,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30.0,0,61,10,0,11,31,0,0,1,1,21,Low Spread,PHI,MIN,PHI
103,103,10/23/16,2016,7,6,4:30 PM,0,0,PIT,16,27,NE,NE,-7.5,49.0,Acrisure Stadium,"Pittsburgh, Pennsylvania","65,500",40.4846,-80.2144,730.0,0,63,6,0,-11,43,0,0,0,0,22,Medium Spread,NE,PIT,NE
104,104,10/23/16,2016,7,6,4:00 PM,0,0,SF,17,34,TB,SF,-1.0,45.0,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17.0,0,69,2,0,-17,51,1,1,0,0,30,Low Spread,TB,SF,TB
105,105,10/23/16,2016,7,6,1:00 PM,0,0,TEN,26,34,IND,TEN,-4.0,48.0,Nissan Stadium,"Nashville, Tennessee","69,143",36.166389,-86.771389,430.0,0,71,5,0,-8,60,1,1,0,0,32,Medium Spread,IND,TEN,IND
106,106,10/24/16,2016,7,0,8:30 PM,1,0,DEN,27,9,HOU,DEN,-8.5,40.0,Empower Field at Mile High,"Denver, Colorado","76,125",39.743889,-105.02,5280.0,0,66,2,0,18,36,1,0,1,1,10,High Spread,DEN,HOU,DEN
107,107,10/27/16,2016,8,3,8:30 PM,1,0,TEN,36,22,JAX,TEN,-3.0,43.5,Nissan Stadium,"Nashville, Tennessee","69,143",36.166389,-86.771389,430.0,0,66,4,0,14,58,1,1,1,1,32,Low Spread,TEN,JAX,TEN
108,108,10/30/16,2016,8,6,4:30 PM,0,0,ATL,33,32,GB,ATL,-3.0,51.0,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050.0,0,72,0,1,1,65,1,1,1,0,2,Low Spread,ATL,GB,GB
109,109,10/30/16,2016,8,6,1:00 PM,0,0,BUF,25,41,NE,NE,-5.5,48.0,Highmark Stadium,"Orchard Park, New York","73,967",42.889,-78.8901,178.0,0,50,2,0,-16,66,0,1,0,0,22,Medium Spread,NE,BUF,NE
110,110,10/30/16,2016,8,6,1:00 PM,0,0,CAR,30,20,ARI,CAR,-2.5,45.5,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751.0,0,80,4,0,10,50,1,1,1,1,5,Low Spread,CAR,ARI,CAR
111,111,10/30/16,2016,8,6,8:30 AM,0,0,CIN,27,27,WAS,CIN,-3.0,49.0,Wembley Stadium,"London, England","90,000",51.555833,-0.279722,171.0,1,52,3,0,0,54,1,1,0,0,7,Low Spread,Tie,Tie,WAS
112,112,10/30/16,2016,8,6,1:00 PM,0,0,CLE,28,31,NYJ,NYJ,-2.5,45.5,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584.0,0,54,9,0,-3,59,0,1,0,0,25,Low Spread,NYJ,CLE,NYJ
113,113,10/30/16,2016,8,6,8:30 PM,1,0,DAL,29,23,PHI,DAL,-5.0,44.0,AT&T Stadium,"Arlington, Texas","80,000",32.747778,-97.092778,607.0,0,72,0,1,6,52,1,1,1,1,9,Medium Spread,DAL,PHI,DAL
114,114,10/30/16,2016,8,6,4:00 PM,0,0,DEN,27,19,LAC,DEN,-3.5,43.0,Empower Field at Mile High,"Denver, Colorado","76,125",39.743889,-105.02,5280.0,0,75,3,0,8,46,1,1,1,1,10,Medium Spread,DEN,LAC,DEN
115,115,10/30/16,2016,8,6,1:00 PM,0,0,HOU,20,13,DET,HOU,-1.0,46.5,NRG Stadium,"Houston, Texas","71,500",29.684722,-95.410833,43.0,0,72,0,1,7,33,1,0,1,1,13,Low Spread,HOU,DET,HOU
116,116,10/30/16,2016,8,6,1:00 PM,0,0,IND,14,30,KC,KC,-3.0,50.5,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717.0,0,72,0,1,-16,44,0,0,0,0,16,Low Spread,KC,IND,KC
117,117,10/30/16,2016,8,6,1:00 PM,0,0,NO,25,20,SEA,SEA,-1.0,50.0,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3.0,0,72,0,1,5,45,0,0,1,1,29,Low Spread,NO,SEA,NO
118,118,10/30/16,2016,8,6,1:00 PM,0,0,TB,24,30,LVR,TB,-1.0,48.0,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35.0,0,84,10,0,-6,54,1,1,0,0,31,Low Spread,LVR,TB,LVR
119,119,10/31/16,2016,8,0,8:30 PM,1,0,CHI,20,10,MIN,MIN,-4.5,39.5,Soldier Field,"Chicago, Illinois","61,500",41.8623,-87.6167,594.0,0,57,3,0,10,30,0,0,1,1,21,Medium Spread,CHI,MIN,CHI
120,120,11/3/16,2016,9,3,8:30 PM,1,0,TB,28,43,ATL,ATL,-4.5,49.0,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35.0,0,75,2,0,-15,71,0,1,0,0,2,Medium Spread,ATL,TB,ATL
121,121,11/6/16,2016,9,6,1:00 PM,0,0,BAL,21,14,PIT,PIT,-3.5,46.0,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50.0,0,63,10,0,7,35,0,0,1,1,28,Medium Spread,BAL,PIT,BAL
122,122,11/6/16,2016,9,6,1:00 PM,0,0,CLE,10,35,DAL,DAL,-7.0,49.0,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584.0,0,56,2,0,-25,45,0,0,0,0,9,Medium Spread,DAL,CLE,DAL
123,123,11/6/16,2016,9,6,4:30 PM,0,0,GB,26,31,IND,GB,-7.5,52.0,Lambeau Field,"Green Bay, Wisconsin","80,735",44.501389,-88.062222,640.0,0,67,5,0,-5,57,1,1,0,0,12,Medium Spread,IND,GB,IND
124,124,11/6/16,2016,9,6,1:00 PM,0,0,KC,19,14,JAX,KC,-7.0,42.5,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024.0,0,60,6,0,5,33,1,0,1,0,16,Medium Spread,KC,JAX,JAX
125,125,11/6/16,2016,9,6,4:00 PM,0,0,LAR,10,13,CAR,CAR,-3.0,44.5,Los Angeles Memorial Coliseum,"Los Angeles, California","93,605",34.014167,-118.287778,185.0,0,72,3,0,-3,23,0,0,0,2,5,Low Spread,CAR,LAR,Push
126,126,11/6/16,2016,9,6,1:00 PM,0,0,MIA,27,23,NYJ,MIA,-3.5,45.0,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7.0,0,79,11,0,4,50,1,1,1,1,20,Medium Spread,MIA,NYJ,MIA
127,127,11/6/16,2016,9,6,1:00 PM,0,0,MIN,16,22,DET,MIN,-4.5,42.5,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840.0,0,72,0,1,-6,38,1,0,0,0,21,Medium Spread,DET,MIN,DET
128,128,11/6/16,2016,9,6,1:00 PM,0,0,NYG,28,23,PHI,NYG,-3.0,42.5,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,57,8,0,5,51,1,1,1,1,24,Low Spread,NYG,PHI,NYG
129,129,11/6/16,2016,9,6,8:30 PM,1,0,LVR,30,20,DEN,LVR,-1.0,44.5,Oakland Coliseum,"Oakland, California","53,250",37.751667,-122.200556,21.0,0,67,3,0,10,50,1,1,1,1,19,Low Spread,LVR,DEN,LVR
130,130,11/6/16,2016,9,6,4:30 PM,0,0,LAC,43,35,TEN,LAC,-3.5,47.5,Qualcomm Stadium,"San Diego, California","71,500",32.783056,-117.119444,13.0,0,74,3,0,8,78,1,1,1,1,17,Medium Spread,LAC,TEN,LAC
131,131,11/6/16,2016,9,6,4:00 PM,0,0,SF,23,41,NO,NO,-5.0,53.0,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17.0,0,68,1,0,-18,64,0,1,0,0,23,Medium Spread,NO,SF,NO
132,132,11/7/16,2016,9,0,8:30 PM,1,0,SEA,31,25,BUF,SEA,-5.5,43.5,Lumen Field,"Seattle, Washington","67,000",47.6523,-122.4095,20.0,0,60,0,0,6,56,1,1,1,1,29,Medium Spread,SEA,BUF,SEA
133,133,11/10/16,2016,10,3,8:30 PM,1,0,BAL,28,7,CLE,BAL,-7.5,44.0,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50.0,0,52,1,0,21,35,1,0,1,1,3,Medium Spread,BAL,CLE,BAL
134,134,11/13/16,2016,10,6,4:30 PM,0,0,ARI,23,20,SF,ARI,-14.0,47.0,State Farm Stadium,"Glendale, Arizona","63,400",33.528,-112.263,1068.0,0,72,0,1,3,43,1,0,1,0,1,High Spread,ARI,SF,SF
135,135,11/13/16,2016,10,6,1:00 PM,0,0,CAR,17,20,KC,CAR,-3.0,44.0,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751.0,0,48,4,0,-3,37,1,0,0,0,5,Low Spread,KC,CAR,KC
136,136,11/13/16,2016,10,6,1:00 PM,0,0,JAX,21,24,HOU,JAX,-3.0,42.0,EverBank Field,"Jacksonville, Florida","67,264",30.23333,-81.66667,10.0,0,71,6,0,-3,45,1,1,0,0,15,Low Spread,HOU,JAX,HOU
137,137,11/13/16,2016,10,6,8:30 PM,1,0,NE,24,31,SEA,NE,-7.5,49.5,Gillette Stadium,"Foxboro, Massachusetts","68,756",42.091,-71.264,289.0,0,45,2,0,-7,55,1,1,0,0,22,Medium Spread,SEA,NE,SEA
138,138,11/13/16,2016,10,6,1:00 PM,0,0,NO,23,25,DEN,NO,-3.0,50.0,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3.0,0,72,0,1,-2,48,1,0,0,0,23,Low Spread,DEN,NO,DEN
139,139,11/13/16,2016,10,6,1:00 PM,0,0,NYJ,6,9,LAR,LAR,-1.0,38.5,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,55,4,0,-3,15,0,0,0,0,18,Low Spread,LAR,NYJ,LAR
140,140,11/13/16,2016,10,6,1:00 PM,0,0,PHI,24,15,ATL,PHI,-1.5,49.0,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30.0,0,54,6,0,9,39,1,0,1,1,26,Low Spread,PHI,ATL,PHI
141,141,11/13/16,2016,10,6,4:30 PM,0,0,PIT,30,35,DAL,PIT,-3.0,51.0,Acrisure Stadium,"Pittsburgh, Pennsylvania","65,500",40.4846,-80.2144,730.0,0,54,2,0,-5,65,1,1,0,0,28,Low Spread,DAL,PIT,DAL
142,142,11/13/16,2016,10,6,4:00 PM,0,0,LAC,24,31,MIA,LAC,-4.5,49.0,Qualcomm Stadium,"San Diego, California","71,500",32.783056,-117.119444,13.0,0,84,3,0,-7,55,1,1,0,0,17,Medium Spread,MIA,LAC,MIA
143,143,11/13/16,2016,10,6,1:00 PM,0,0,TB,36,10,CHI,CHI,-2.5,45.0,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35.0,0,77,2,0,26,46,0,1,1,1,6,Low Spread,TB,CHI,TB
144,144,11/13/16,2016,10,6,1:00 PM,0,0,TEN,47,25,GB,GB,-3.0,49.0,Nissan Stadium,"Nashville, Tennessee","69,143",36.166389,-86.771389,430.0,0,55,0,0,22,72,0,1,1,1,12,Low Spread,TEN,GB,TEN
145,145,11/13/16,2016,10,6,1:00 PM,0,0,WAS,26,20,MIN,WAS,-2.5,41.5,FedEx Field,"Landover, Maryland","79,000",38.907778,-76.864444,265.0,0,55,4,0,6,46,1,1,1,1,33,Low Spread,WAS,MIN,WAS
146,146,11/14/16,2016,10,0,8:30 PM,1,0,NYG,21,20,CIN,PICK,0.0,49.5,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,54,1,0,1,41,0,0,1,1,27,Low Spread,NYG,CIN,
147,147,11/17/16,2016,11,3,8:30 PM,1,0,CAR,23,20,NO,CAR,-3.5,53.5,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751.0,0,57,2,0,3,43,1,0,1,0,5,Medium Spread,CAR,NO,NO
148,148,11/20/16,2016,11,6,1:00 PM,0,0,CIN,12,16,BUF,CIN,-2.5,48.0,Paycor Stadium,"Cincinatti, Ohio","65,515",39.1,-84.51667,482.0,0,37,7,0,-4,28,1,0,0,0,7,Low Spread,BUF,CIN,BUF
149,149,11/20/16,2016,11,6,1:00 PM,0,0,CLE,9,24,PIT,PIT,-8.5,45.5,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584.0,0,35,16,0,-15,33,0,0,0,0,28,High Spread,PIT,CLE,PIT
150,150,11/20/16,2016,11,6,1:00 PM,0,0,DAL,27,17,BAL,DAL,-7.0,44.5,AT&T Stadium,"Arlington, Texas","80,000",32.747778,-97.092778,607.0,0,72,0,1,10,44,1,0,1,1,9,Medium Spread,DAL,BAL,DAL
151,151,11/20/16,2016,11,6,1:00 PM,0,0,DET,26,19,JAX,DET,-5.5,47.0,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581.0,0,72,0,1,7,45,1,0,1,1,11,Medium Spread,DET,JAX,DET
152,152,11/20/16,2016,11,6,1:00 PM,0,0,IND,24,17,TEN,IND,-3.0,54.0,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717.0,0,72,0,1,7,41,1,0,1,1,14,Low Spread,IND,TEN,IND
153,153,11/20/16,2016,11,6,1:00 PM,0,0,KC,17,19,TB,KC,-7.0,45.0,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024.0,0,43,8,0,-2,36,1,0,0,0,16,Medium Spread,TB,KC,TB
154,154,11/20/16,2016,11,6,4:00 PM,0,0,LAR,10,14,MIA,MIA,-1.0,38.5,Los Angeles Memorial Coliseum,"Los Angeles, California","93,605",34.014167,-118.287778,185.0,0,63,4,0,-4,24,0,0,0,0,20,Low Spread,MIA,LAR,MIA
155,155,11/20/16,2016,11,6,1:00 PM,0,0,MIN,30,24,ARI,MIN,-2.0,40.0,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840.0,0,72,0,1,6,54,1,1,1,1,21,Low Spread,MIN,ARI,MIN
156,156,11/20/16,2016,11,6,1:00 PM,0,0,NYG,22,16,CHI,NYG,-7.0,41.5,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,40,12,0,6,38,1,0,1,0,24,Medium Spread,NYG,CHI,CHI
157,157,11/20/16,2016,11,6,4:30 PM,0,0,SF,17,30,NE,NE,-11.5,51.5,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17.0,0,61,1,0,-13,47,0,0,0,0,22,High Spread,NE,SF,NE
158,158,11/20/16,2016,11,6,4:30 PM,0,0,SEA,26,15,PHI,SEA,-6.5,43.0,Lumen Field,"Seattle, Washington","67,000",47.6523,-122.4095,20.0,0,51,4,0,11,41,1,0,1,1,29,Medium Spread,SEA,PHI,SEA
159,159,11/20/16,2016,11,6,8:30 PM,1,0,WAS,42,24,GB,WAS,-3.0,48.5,FedEx Field,"Landover, Maryland","79,000",38.907778,-76.864444,265.0,0,38,15,0,18,66,1,1,1,1,33,Low Spread,WAS,GB,WAS
160,160,11/21/16,2016,11,0,8:30 PM,1,0,LVR,27,20,HOU,LVR,-6.5,46.0,Estadio Azteca,"Mexico City, Mexico","83,264",19.302911,-99.150442,7200.0,1,62,0,0,7,47,1,1,1,1,19,Medium Spread,LVR,HOU,LVR
161,161,11/24/16,2016,12,3,12:30 PM,0,0,DAL,31,26,WAS,DAL,-6.0,53.5,AT&T Stadium,"Arlington, Texas","80,000",32.747778,-97.092778,607.0,0,72,0,1,5,57,1,1,1,0,9,Medium Spread,DAL,WAS,WAS
162,162,11/24/16,2016,12,3,4:30 PM,0,0,DET,16,13,MIN,DET,-1.5,42.0,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581.0,0,72,0,1,3,29,1,0,1,1,11,Low Spread,DET,MIN,DET
163,163,11/24/16,2016,12,3,8:30 PM,1,0,IND,7,28,PIT,PIT,-8.5,49.5,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717.0,0,72,0,1,-21,35,0,0,0,0,28,High Spread,PIT,IND,PIT
164,164,11/27/16,2016,12,6,1:00 PM,0,0,ATL,38,19,ARI,ATL,-4.0,49.0,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050.0,0,72,0,1,19,57,1,1,1,1,2,Medium Spread,ATL,ARI,ATL
165,165,11/27/16,2016,12,6,1:00 PM,0,0,BAL,19,14,CIN,BAL,-3.5,42.0,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50.0,0,49,8,0,5,33,1,0,1,1,3,Medium Spread,BAL,CIN,BAL
166,166,11/27/16,2016,12,6,1:00 PM,0,0,BUF,28,21,JAX,BUF,-8.5,44.0,Highmark Stadium,"Orchard Park, New York","73,967",42.889,-78.8901,178.0,0,38,6,0,7,49,1,1,1,0,4,High Spread,BUF,JAX,JAX
167,167,11/27/16,2016,12,6,1:00 PM,0,0,CHI,21,27,TEN,TEN,-6.5,42.0,Soldier Field,"Chicago, Illinois","61,500",41.8623,-87.6167,594.0,0,38,5,0,-6,48,0,1,0,1,32,Medium Spread,TEN,CHI,CHI
168,168,11/27/16,2016,12,6,1:00 PM,0,0,CLE,13,27,NYG,NYG,-6.5,46.5,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584.0,0,46,10,0,-14,40,0,0,0,0,24,Medium Spread,NYG,CLE,NYG
169,169,11/27/16,2016,12,6,8:30 PM,1,0,DEN,27,30,KC,DEN,-3.5,40.0,Empower Field at Mile High,"Denver, Colorado","76,125",39.743889,-105.02,5280.0,0,44,6,0,-3,57,1,1,0,0,10,Medium Spread,KC,DEN,KC
170,170,11/27/16,2016,12,6,1:00 PM,0,0,HOU,13,21,LAC,LAC,-2.5,46.0,NRG Stadium,"Houston, Texas","71,500",29.684722,-95.410833,43.0,0,72,0,1,-8,34,0,0,0,0,17,Low Spread,LAC,HOU,LAC
171,171,11/27/16,2016,12,6,1:00 PM,0,0,MIA,31,24,SF,MIA,-7.0,45.0,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7.0,0,79,10,0,7,55,1,1,1,2,20,Medium Spread,MIA,SF,Push
172,172,11/27/16,2016,12,6,1:00 PM,0,0,NO,49,21,LAR,NO,-8.0,45.0,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3.0,0,72,0,1,28,70,1,1,1,1,23,High Spread,NO,LAR,NO
173,173,11/27/16,2016,12,6,4:30 PM,0,0,NYJ,17,22,NE,NE,-9.5,48.5,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,48,8,0,-5,39,0,0,0,1,22,High Spread,NE,NYJ,NYJ
174,174,11/27/16,2016,12,6,4:30 PM,0,0,LVR,35,32,CAR,LVR,-3.5,48.5,Oakland Coliseum,"Oakland, California","53,250",37.751667,-122.200556,21.0,0,56,6,0,3,67,1,1,1,0,19,Medium Spread,LVR,CAR,CAR
175,175,11/27/16,2016,12,6,4:00 PM,0,0,TB,14,5,SEA,SEA,-5.5,46.0,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35.0,0,78,7,0,9,19,0,0,1,1,29,Medium Spread,TB,SEA,TB
176,176,11/28/16,2016,12,0,8:30 PM,1,0,PHI,13,27,GB,PHI,-4.0,47.5,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30.0,0,47,4,0,-14,40,1,0,0,0,26,Medium Spread,GB,PHI,GB
177,177,12/1/16,2016,13,3,7:30 PM,1,0,MIN,15,17,DAL,DAL,-3.0,43.5,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840.0,0,72,0,1,-2,32,0,0,0,1,9,Low Spread,DAL,MIN,MIN
178,178,12/4/16,2016,13,6,4:30 PM,0,0,ARI,31,23,WAS,ARI,-2.5,48.5,State Farm Stadium,"Glendale, Arizona","63,400",33.528,-112.263,1068.0,0,72,0,1,8,54,1,1,1,1,1,Low Spread,ARI,WAS,ARI
179,179,12/4/16,2016,13,6,1:00 PM,0,0,ATL,28,29,KC,ATL,-5.0,50.0,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050.0,0,72,0,1,-1,57,1,1,0,0,2,Medium Spread,KC,ATL,KC
180,180,12/4/16,2016,13,6,1:00 PM,0,0,BAL,38,6,MIA,BAL,-3.5,41.5,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50.0,0,45,3,0,32,44,1,1,1,1,3,Medium Spread,BAL,MIA,BAL
181,181,12/4/16,2016,13,6,1:00 PM,0,0,CHI,26,6,SF,SF,-1.0,44.0,Soldier Field,"Chicago, Illinois","61,500",41.8623,-87.6167,594.0,0,35,5,0,20,32,0,0,1,1,30,Low Spread,CHI,SF,CHI
182,182,12/4/16,2016,13,6,1:00 PM,0,0,CIN,32,14,PHI,CIN,-1.5,42.0,Paycor Stadium,"Cincinatti, Ohio","65,515",39.1,-84.51667,482.0,0,41,3,0,18,46,1,1,1,1,7,Low Spread,CIN,PHI,CIN
183,183,12/4/16,2016,13,6,1:00 PM,0,0,GB,21,13,HOU,GB,-7.0,44.5,Lambeau Field,"Green Bay, Wisconsin","80,735",44.501389,-88.062222,640.0,0,31,4,0,8,34,1,0,1,1,12,Medium Spread,GB,HOU,GB
184,184,12/4/16,2016,13,6,1:00 PM,0,0,JAX,10,20,DEN,DEN,-3.5,38.5,EverBank Field,"Jacksonville, Florida","67,264",30.23333,-81.66667,10.0,0,75,3,0,-10,30,0,0,0,0,10,Medium Spread,DEN,JAX,DEN
185,185,12/4/16,2016,13,6,1:00 PM,0,0,NE,26,10,LAR,NE,-13.5,45.0,Gillette Stadium,"Foxboro, Massachusetts","68,756",42.091,-71.264,289.0,0,37,7,0,16,36,1,0,1,1,22,High Spread,NE,LAR,NE
186,186,12/4/16,2016,13,6,1:00 PM,0,0,NO,13,28,DET,NO,-6.5,53.5,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3.0,0,72,0,1,-15,41,1,0,0,0,23,Medium Spread,DET,NO,DET
187,187,12/4/16,2016,13,6,4:00 PM,0,0,LVR,38,24,BUF,LVR,-3.0,48.5,Oakland Coliseum,"Oakland, California","53,250",37.751667,-122.200556,21.0,0,55,2,0,14,62,1,1,1,1,19,Low Spread,LVR,BUF,LVR
188,188,12/4/16,2016,13,6,4:30 PM,0,0,PIT,24,14,NYG,PIT,-6.5,49.5,Acrisure Stadium,"Pittsburgh, Pennsylvania","65,500",40.4846,-80.2144,730.0,0,40,2,0,10,38,1,0,1,1,28,Medium Spread,PIT,NYG,PIT
189,189,12/4/16,2016,13,6,4:30 PM,0,0,LAC,21,28,TB,LAC,-3.5,49.0,Qualcomm Stadium,"San Diego, California","71,500",32.783056,-117.119444,13.0,0,71,3,0,-7,49,1,2,0,0,17,Medium Spread,TB,LAC,TB
190,190,12/4/16,2016,13,6,8:30 PM,1,0,SEA,40,7,CAR,SEA,-8.5,44.0,Lumen Field,"Seattle, Washington","67,000",47.6523,-122.4095,20.0,0,41,1,0,33,47,1,1,1,1,29,High Spread,SEA,CAR,SEA
191,191,12/5/16,2016,13,0,8:30 PM,1,0,NYJ,10,41,IND,NYJ,-1.0,48.5,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,43,2,0,-31,51,1,1,0,0,25,Low Spread,IND,NYJ,IND
192,192,12/8/16,2016,14,3,8:30 PM,1,0,KC,21,13,LVR,KC,-3.5,46.0,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024.0,0,23,4,0,8,34,1,0,1,1,16,Medium Spread,KC,LVR,KC
193,193,12/11/16,2016,14,6,1:00 PM,0,0,BUF,20,27,PIT,PIT,-2.0,45.5,Highmark Stadium,"Orchard Park, New York","73,967",42.889,-78.8901,178.0,0,24,6,0,-7,47,0,1,0,0,28,Low Spread,PIT,BUF,PIT
194,194,12/11/16,2016,14,6,1:00 PM,0,0,CAR,28,16,LAC,CAR,-1.0,48.5,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751.0,0,42,2,0,12,44,1,0,1,1,5,Low Spread,CAR,LAC,CAR
195,195,12/11/16,2016,14,6,1:00 PM,0,0,CLE,10,23,CIN,CIN,-5.0,41.5,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584.0,0,28,13,0,-13,33,0,0,0,0,7,Medium Spread,CIN,CLE,CIN
196,196,12/11/16,2016,14,6,1:00 PM,0,0,DET,20,17,CHI,DET,-7.5,42.0,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581.0,0,72,0,1,3,37,1,0,1,0,11,Medium Spread,DET,CHI,CHI
197,197,12/11/16,2016,14,6,4:30 PM,0,0,GB,38,10,SEA,SEA,-3.0,47.0,Lambeau Field,"Green Bay, Wisconsin","80,735",44.501389,-88.062222,640.0,0,27,2,0,28,48,0,1,1,1,29,Low Spread,GB,SEA,GB
198,198,12/11/16,2016,14,6,1:00 PM,0,0,IND,17,22,HOU,IND,-6.5,47.5,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717.0,0,72,0,1,-5,39,1,0,0,0,14,Medium Spread,HOU,IND,HOU
